"B_tt_1","B_tt_2","B_tt_3","B_tc_1","B_tc_2","B_tc_3","delta_1","delta_2","b_female_1","b_female_2","b_age_1","b_age_2","b_inc_med_1","b_inc_med_2","b_inc_high_1","b_inc_high_2","b_inc_v_high_1","b_inc_v_high_2","b_educ_med_1","b_educ_med_2","b_educ_high_1","b_educ_high_2","logLike"
-0.1,0,0.1,-0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-905.169933327713
-0.1,0,0.1,-0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-905.169933327713
-0.132823484172695,-0.00327951689541806,0.136901610379573,-0.0939382787415525,-0.00140032619674457,0.0883374990895391,0.000670518442348112,-0.000608624453889206,0.000286210721242242,-0.000282999761111569,0.026324522899813,-0.023538785870187,2.41057496168651e-05,-9.43456761888229e-05,0.000313244425342418,-0.00012283706018934,0.000269950061920099,-0.000243283800955396,6.5202904806938e-05,-3.59622572432272e-05,0.000345961714629084,-0.000252955054747872,-866.852404890648
-0.15475451646035,-0.0030156456752258,0.185703854267143,-0.0934511645150811,-0.00306656494243908,0.0721971579072406,0.000252352640961256,-0.000876741633354473,8.83318379458142e-06,-0.000385087079645935,0.00371362982628697,-0.0321747815186963,-0.000156153827239049,-0.000143586233756646,0.000382161635051309,-0.000138944961745407,0.000181543328575213,-0.000375246942229773,-1.97256922580396e-05,-2.50663789436699e-05,0.000253752324282784,-0.000354976906832478,-843.575664435238
-0.167889248356166,0.00535232575902089,0.279420586785967,-0.11119263627894,-0.0121197644423492,0.0310726833149827,0.00106378816817856,0.00081732254536126,0.000126065165701635,0.000693211782473559,0.0226080383639804,0.0533244245173193,-0.000425273854089084,9.0938739595057e-05,0.0015537205167995,0.000965543156707461,0.000591242442836752,-0.000206355429290081,3.67456319873294e-05,0.000529128513732828,0.000940788942175655,0.000379505203593705,-830.054902996564
-0.142472232265447,0.0046433988347754,0.299435722001063,-0.133049236502364,-0.023134361475319,0.0141507991692234,0.0015634950399082,0.000426586767919115,0.000127027047095109,0.00080657657493606,0.0311542311458298,0.0475670891670559,-0.000727772938282599,9.8835561967358e-06,0.00234133212387114,0.00147665251187173,0.00099965226701034,-0.000785277070731262,-2.76362553034165e-05,0.00086582410827163,0.00143840230195062,0.000244787079663217,-827.107226898328
-0.207716262444025,0.248119258942742,0.261258748247497,-0.595974921371138,-0.401777825023658,-0.293809658428038,0.0123421526601293,-0.0104145962732258,-0.00232803274863255,0.00587457063248593,0.0578722861362816,0.00393997174143896,-0.0096692489422723,-0.00368516626594062,0.0256233082867741,0.0161971605999595,0.0107457942518167,-0.0165811732774902,-0.00132368283141337,0.0104948248368885,0.0154153437577747,-0.00391210788173182,-795.350089533448
-0.222054030936245,0.204104688916766,0.249056557161146,-0.625875565540215,-0.449150128504102,-0.323633455829865,0.013641934482507,-0.0108974272222765,-0.00219889428444277,0.00632198022429122,0.0541964653142653,0.00904486191506192,-0.0136499850160666,-0.00143036043158781,0.0308887408855921,0.0157406201596508,0.0127031715911882,-0.0188706716317054,-0.0011063394626814,0.0114404247485202,0.0184608699118737,-0.00505450441927836,-793.351539183432
-0.207506713805316,0.194142132809904,0.24907397955637,-0.568444703303766,-0.607325392293807,-0.34658930403652,0.0211504448467981,-0.0114117452685505,0.00202577940122729,0.0054121446800815,0.0514740943585333,0.0140601334064795,-0.0379106178510828,0.0180766691087752,0.0637502422407782,-0.00393159286632922,0.0191175315795456,-0.0235821168126469,0.00463938585223871,0.00828755996907374,0.0360269022302171,-0.0143382934630923,-790.589224662821
-0.23156128608572,0.156955033365122,0.329529214107952,-0.679477387488828,-0.975378304087321,-0.107431867791332,0.0746051302537602,-0.00730861141488024,0.0423777832856958,-0.0186080136477287,0.0490869045372022,0.0295314076830409,-0.19080629804133,0.175758366856405,0.287029863633144,-0.22618768430728,0.0468062716410225,-0.0239479469983485,0.0648808712822605,-0.0464169708158428,0.148433047861251,-0.0783128068287186,-784.586439968162
-0.24762480038293,0.211683494515381,0.199701308904845,-0.64716165904506,-1.04215324480179,-0.561029616817177,0.212143229548456,0.101213888220069,0.103014310557382,-0.0693201352113521,0.0372506946789358,0.0215961934393273,-0.53082596205665,0.635955565808891,0.833200658914877,-0.911590904881385,0.163765225763703,-0.00439086679183415,0.497810377896431,-0.433138521745963,0.367480169606994,-0.13466661798785,-775.614297347196
-0.263325882947342,0.223974804391972,0.199089903494104,-0.692123121087991,-1.24440439983535,-0.58389108656566,0.233582838528495,0.131539465865158,0.113868854898329,-0.147637097713745,0.0382290575637725,0.0256439859118108,-0.262435774882679,0.520044152461106,0.476784667262722,-1.05907306585663,0.25564543416806,0.0562028629304985,0.878274756344038,-0.721934294322025,0.328907203258576,-0.0306556404579433,-772.475735660875
-0.268581499948361,0.2434104639591,0.158321725357319,-0.703564152834084,-1.30402641256808,-0.728553118407569,0.27903482674018,0.0684809808734641,0.127434076101912,-0.227828337663291,0.0357649803187327,0.0288002787107791,-0.240420845982314,0.526103063751142,0.196219220560342,-1.30255759768908,0.442742590510149,0.0177299540279851,0.883149540114842,-0.680875306231203,0.53986111168621,-0.106255113930669,-771.006387062455
-0.278785121297552,0.290324142708504,0.011620630772545,-0.721447062346349,-1.4965374967384,-1.23992236705432,0.342290350987567,-0.107199960906948,0.0494561827218084,-0.354030154854166,0.0358960255335651,0.0314101224585954,-0.20629059538509,0.508642715376623,-0.313379602068189,-2.29744033577468,0.505233045108559,0.249178333552311,0.879564583816852,-0.523240609658162,0.737669582095278,0.0296340159248275,-766.934567173791
-0.285950833933259,0.360907785923027,-0.288521562538762,-0.711633267434772,-1.775489708131,-2.26030264473534,0.547330877255562,-0.504061435226312,0.0225057624744562,-0.515906997140304,0.0281382532881767,0.0402018789795224,-0.0559656839536767,0.425597038722451,-0.812883616501301,-3.92094456358849,0.650251938139944,0.187619419676142,0.921413969854973,-0.452366636255797,0.846167703056231,0.132008430050265,-761.764414893765
-0.281535918915598,0.387748074363011,-0.426603937779897,-0.665869075105457,-2.24064208477191,-2.71784102727173,0.674790780054303,-0.788616869615632,0.547678816004063,-0.199657468523629,0.0294467855018454,0.0595015601425038,0.323397439724501,0.394547983545796,-1.01644697851496,-5.33043891913973,0.455728467426718,-0.280612916924236,0.117862349765325,-0.319704171288294,0.156572381488938,0.174743930119086,-760.44843823338
-0.280570928287247,0.386119461345613,-0.402300595384522,-0.667496952677593,-2.28359492432828,-2.630151527264,0.622913845844721,-0.770535102114196,0.397271073106233,0.0730454547791734,0.0339853197797129,0.0589488704997125,0.323824295334738,0.369333816748707,-0.933548266807563,-5.27684628216036,0.39643839229574,-0.444314230027644,0.0159088902987023,-0.37570899445755,0.0828596587257306,0.192727930626205,-759.350641919489
-0.278288836062606,0.384289724082407,-0.366869937204436,-0.667787053801497,-2.26080967388543,-2.49473308314539,0.53897798484497,-0.708966838018007,0.497665478449541,0.167159077902475,0.0349122691981109,0.0556000081157272,0.328933768561861,0.259470821507065,-0.757953831799648,-4.9496833232825,0.201340298453103,-0.548518749239189,-0.070073951675712,-0.483150574088505,0.129448235751048,0.190861592515318,-758.334901463438
-0.268117798695666,0.405976940506503,-0.321633662869213,-0.6532581817307,-2.26577949954799,-2.22830134412121,0.0489234864680995,-0.531579250047367,0.662846484868414,0.781668694306418,0.0460613060370226,0.0364613861547741,0.0333008063920889,0.31344852977402,-0.671650004157549,-3.90460037925723,-0.272971047773614,-1.37981845706874,-0.396857382153656,-1.17975251547568,-0.0546678515476873,0.308665667793772,-757.343639487606
-0.253126851346132,0.372854418692864,-0.279746421367502,-0.597064920597561,-2.417368086736,-2.01402118400842,0.22663466202708,-0.744279050043098,0.413442977010484,0.743262764766439,0.0370254988943931,0.0516555160780528,0.451518710033396,0.00862872905508061,-0.478521941423407,-3.83748629047486,-0.564418688474255,-1.50380970759363,-0.369893018735711,-1.4933960150305,0.267853971254272,0.0229171334911878,-756.566422875107
-0.261953631936898,0.368995553165726,-0.267504579648742,-0.613936683110417,-2.44829014266473,-1.93703496839013,0.490437425459089,-0.786730620580811,0.27491291435135,0.125418017876835,0.0328120345278018,0.0550648275391132,0.341375832823286,0.110692088719647,-0.430919704477358,-3.61527084512221,-0.300383639054603,-1.34427243781864,-0.371774186666956,-1.1564505783317,-0.0230645664966605,0.183861680669383,-755.276550532992
-0.284672713219785,0.388245560766227,-0.340076755248477,-0.642405481603341,-2.55292781770661,-2.00163582386222,0.745738442949312,-0.601930463356663,-0.259642283163155,-0.479280657920099,0.0258216805107464,0.0407708067236381,0.464597075590132,0.162103791465946,-0.152631951026428,-2.91836471501859,-0.298245995370867,-1.11246681439615,-0.58884354418936,-0.583164014126741,-0.305746673374232,0.00883280296849451,-753.973786916857
-0.293904796111461,0.359380877959719,-0.268115916860488,-0.62551256306093,-2.80449959862905,-1.40768773421362,1.13916816167863,-0.275390414428011,-0.567004657684941,-1.06636295722671,0.00204589858360402,0.0223994172213759,0.607304839191066,0.501284026980687,0.212866738968987,-1.47517463295132,-0.076889644890213,-1.0714216613355,-0.183050039032249,-0.362501375042481,-0.665980476753542,-0.0734946048768873,-749.919085034907
-0.295876989086757,0.352274706381924,-0.256206085090926,-0.61875577850178,-2.85246796822992,-1.29398847632771,1.25276305460905,-0.178325047535561,-0.58656110924354,-1.11498007148634,-0.00526882070909357,0.016299600594656,0.641471082504779,0.574572183730535,0.244353853003121,-1.23609933633894,0.0293835600503688,-0.980929698616833,-0.0861034071360175,-0.318263104971293,-0.668288762015019,-0.0443915634503281,-748.837604341826
-0.301331512174653,0.326480050298733,-0.215875115900951,-0.596339743113696,-2.9501028797486,-0.986309408094475,1.52853986531051,0.150195518528241,-0.560464444439477,-1.08964115335766,-0.0255358744372104,-0.00224479047016805,0.676101949010681,0.756690511400821,0.190984585867026,-0.771299436765366,0.462843848149983,-0.578606959757703,0.114401729607775,-0.316492727969892,-0.594568017037346,0.0721482282176811,-746.008378701641
-0.289481952201902,0.293625754840227,-0.220419024366208,-0.536505985758132,-2.95195512666013,-1.05714596610935,1.51881360497496,0.465837405116072,0.124020980707234,-0.23643072135725,-0.0428935635300761,-0.0135088355693967,0.726363571779768,1.0840396344994,-0.0610876433185746,-1.45059793048139,0.903804865594739,-0.200236501037465,0.9748240579559,-0.818606783263459,-0.137213781120524,0.105681013855215,-741.982658346252
-0.293244053086354,0.271722176346336,-0.242804318578083,-0.461023258200556,-2.93220325921263,-1.04894939491088,1.58257359605672,0.74988653395052,-0.285382522830527,-0.436827205308179,-0.0491850555793511,-0.0211170767219649,0.771600198777565,0.968652548658242,-0.172148092157727,-1.54244923336424,0.857870793268838,0.333495161147675,0.972046199132174,-0.683413384921304,0.156166243759473,-0.246656533122755,-737.2909710746
-0.300289748400518,0.20598765938518,-0.162620865009656,-0.243352689803941,-2.63168062552023,-0.689899786918772,1.10632309947963,1.47133784563513,-1.02999904473403,-0.548119039897027,-0.0303990199928347,-0.0300147020301919,0.187637222264373,-0.0850477583417356,-0.745881286933813,-1.31303886228288,0.214731433405652,0.883671671441765,-0.835282312577482,-0.87452937638077,0.795309702804893,-0.822696145672059,-732.743710656504
-0.322677071652835,0.192484620932678,-0.31141803960956,-0.117354184920963,-2.27659068402621,-1.16064656743526,1.44795195842252,1.57326865827906,-1.08041735829947,-0.47859007622902,-0.0408573318306243,-0.0358881191629972,-0.432174773410955,-0.884429088516841,-0.678884147611188,-1.39891486606096,0.00264350085973997,0.0679926070790662,-2.0482827421303,-1.66131657524578,0.84268891425226,-0.447158311002452,-724.947947260204
-0.343419630905868,0.183431578144129,-0.28292952763428,-0.181357944413343,-2.14827485696784,-1.15502982759765,1.55663083258991,1.19569476666759,-0.467107977587955,-0.373347821761264,-0.033563272458649,-0.0180147243049433,-0.187593811515484,0.000670418101271886,-1.00310793196712,-2.09421986698069,-0.359076562763265,-0.677137731855989,-1.62075382231584,-0.988730530598361,-0.170022449711917,-0.778909877599881,-719.402221241407
-0.387775328731572,0.109857724305564,-0.228598484024949,-0.22815195228108,-2.03593015023584,-0.801252906746276,1.76916360252659,1.29607172569095,-0.0113045028787435,-0.453118983509174,-0.0475520171539222,-0.0275678617164739,-0.874298979339164,0.241166234937181,-0.885872670816139,-1.80433069824411,0.153539235709191,-0.410412658441605,-1.75073376992452,-1.42752795676572,-0.798566106785968,-0.431089250116557,-717.222821687814
-0.392960871607968,0.0843243617097993,-0.255077981258853,-0.201270736616682,-1.89786064266782,-0.97864310749462,1.37364819203664,1.24196161846369,-0.397649199811366,-0.814928095518834,-0.0313107836637019,-0.017054883210526,-1.25782393029222,-0.0496928753617519,-0.832238583625033,-1.74033727204974,0.0390599493396789,-0.209254530405201,-1.81337466815635,-1.72309801860609,-0.439881097371417,-0.399431674610501,-714.367498587235
-0.405544659309325,0.107616797147025,-0.277642785742803,-0.212897893068825,-2.04746981615318,-1.04717054323104,1.13971342045254,1.24178937025686,-0.251129656340464,-0.233121127550705,-0.0206974747297669,-0.018528284309496,-1.17078236705465,0.113660374044524,-0.843046095719682,-1.78847288558841,-0.259257937054933,-0.61750837425935,-2.20768977088442,-1.67704621983284,-0.682037879179691,-0.615146561817401,-713.602382629321
-0.427581848694851,0.0852389351811711,-0.274528671187246,-0.216724479966898,-1.92038687572558,-1.00320778542025,1.06824257227996,1.27716869451517,-0.351125066749398,-0.420012068036215,-0.0215515281428697,-0.0214766098569189,-1.27353222930482,0.290756889221746,-0.776405953348352,-1.63463999363494,-0.141587261684371,-0.502719949874399,-2.19957202628978,-1.61000947104947,-0.802227118829107,-0.776292168927356,-712.730394534331
-0.449706343034217,0.0714322186877305,-0.266698390317036,-0.227645397166008,-1.94399021230952,-0.965268446522402,0.850977277807425,1.09505010029639,-0.384077292109925,-0.515045881002864,-0.0188158331340567,-0.0182053803062147,-1.26882006936731,0.428843539569284,-0.595856785161783,-1.57381553415834,-0.0294191212801006,-0.421822278090043,-2.31695740635009,-1.73948793764207,-0.791463131200565,-0.581758529097005,-712.138616554885
-0.490141978101818,0.0662096611311062,-0.265121056001035,-0.240172083103882,-2.00108647846933,-0.953206368349961,0.442822338606006,0.770478932737755,-0.406512599853277,-0.493294031491381,-0.0138134159938563,-0.0142012208130587,-1.18274293056142,0.514154092113529,-0.328890145848532,-1.46883183683375,0.14391376721472,-0.236831651035196,-2.52813521512121,-1.81785292350121,-0.845830007332918,-0.600852886737012,-711.294694153792
-0.554371594698015,0.0573359134731023,-0.270059890913884,-0.260047110451812,-2.14122674568552,-0.958657687908095,-0.081811236764783,0.415489488492107,-0.388638061462394,-0.442554398245272,-0.00829532523909821,-0.0106669877733039,-0.838897570105492,0.806010797949718,-0.140430056877644,-1.33530659695802,0.182840271273966,-0.153365661040695,-2.89355573758119,-1.82074344327563,-0.815374431676573,-0.580062321353685,-710.432553941449
-0.622266134184985,0.0428682669874454,-0.270156358808261,-0.28146632788028,-2.25150250480569,-0.94667707466831,-0.453650022167155,0.136054760706321,-0.390447228804455,-0.355202542450925,-0.0037253193938977,-0.00585865668318165,-0.504766988598664,0.768808747060484,-0.0738671373500804,-1.25192875760337,0.133333565742295,-0.154563984968258,-3.49068924300602,-1.85349063205124,-0.795075839105255,-0.661491911762721,-709.837605475284
-0.75285125154045,0.0145272966610759,-0.270734553883872,-0.342805847146103,-2.49471094169917,-0.926942798862234,-0.995267679523035,-0.0758188907256765,-0.591920624490875,-0.481666372065849,0.00262856554461121,-0.00202227434314033,0.335320036701127,0.835523959403149,0.00573251479457641,-1.25432180622252,0.245700309251956,-0.0719778561183749,-4.64282332190959,-1.67735705956392,-0.701583648003929,-0.609319996845377,-709.271175248521
-0.770776895660383,0.00784070281245302,-0.266642808877659,-0.370971121599234,-2.46716303904913,-0.926610217928315,-0.738543773141614,0.104471633398276,-0.59115022340298,-0.424312486072698,-0.00357798419492337,-0.00689918318719408,0.44112376853734,0.762503336755881,0.0479824704037672,-1.23673800325656,0.321160757439129,-0.112244053344552,-4.79826456045763,-1.63182428058555,-0.671652612963398,-0.566755046784072,-709.002221231021
-0.802645152645795,-0.00892716451228917,-0.269537248957455,-0.418317366275669,-2.47772411915194,-0.929834653625199,-0.398628234218883,0.354622364984803,-0.641453798489428,-0.441501609394447,-0.00929691324739876,-0.00964618827715634,0.483101559520561,0.692624965550972,0.0666411600756476,-1.32492968388427,0.425125516797908,-0.173335461671176,-5.1359018437474,-1.70371211992699,-0.777306317439619,-0.616277551751463,-708.78850486198
-0.832875921854959,-0.0123186259157553,-0.267463727866549,-0.476577223795251,-2.52806398377766,-0.921743563951615,-0.23404646071527,0.451765736454573,-0.739978193541381,-0.541381781778779,-0.0112862802714334,-0.0108840424969182,0.550041615737792,0.736044103458038,0.0851829252363592,-1.36445104853924,0.469967733879894,-0.222662285995401,-5.40143642758962,-1.7719724000766,-0.784336262384735,-0.575520050771265,-708.67372649796
